Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Fritz Glitchwork,@fritzglitchwork,2022-05-25T04:44:53.000Z,"There   is   no  such thing as an  assault   rifle.

You can make a pistol shoot 30 rounds and add a long barrel. There are  3D printed  guns.

Assault rifle bans arent going to make the problem go away, just criminalize anyone with a gun.  Then only cops have guns.",0,0,0,0
Fantha Tracks | Daily Star Wars News,@FanthaTracks,2022-05-25T13:52:45.000Z,"#binsofbatuu  fan mail !

Blown away by this one  3D printed  3-3/4”
Scale  #binsofbatuu  via reader Jamie burns !! https://",0,2,0,0
Navi of Boomhandia,@NaviGoBoom,2022-05-25T14:34:52.000Z,"3D printed  MP5 with a  3D printed  Spuhr-style brace

It's excellent",3,99,6,0
Tuan TRANPHAM,@ttranpham,2022-05-25T14:13:11.000Z,UNIVERSITY AT BUFFALO DEVELOPS AI-DRIVEN CYBER-MANUFACTURING SYSTEM TO INCREASE  3D PRINTING  EFFICIENCY •  https://  •  #3Dprinting  •  #additivemanufacturing  • ttranpham@azul3d.com  https://,0,0,0,0
Sunset,@DonELichterman,2022-05-25T12:25:15.000Z,"Emirates News Agency – ADU previews sustainable smart construction, concrete  3D printing  in ‘ADU-ASU Research Forum’  https:// rates-news-agency-adu-previews-sustainable-smart-construction-concrete-3d-printing-in-adu-asu-research-forum/ …",0,0,0,0
sylo,@sylokillsgod,2022-05-25T04:56:30.000Z,realized recently that wars will be fought with  3D printed  weapons soon,1,1,0,0
Tuan TRANPHAM,@ttranpham,2022-05-25T03:19:17.000Z,3D-printed  jet suit lets rescue teams move at 50mph > Blast off! •  https://  •  #3Dprinting  •  #additivemanufacturing  • ttranpham@azul3d.com  https://,0,0,0,0
Snackandsnack1@yahoo.com,@snackandsnack,2022-05-25T06:28:50.000Z,Check out this listing I just added to my  #Poshmark  closet: New in package washable  3D printed  6-12 Socks.  https:// 1109d760cc667df615?utm_source=tw_sh&utm_content=ext_trk%3Dbranch%26feature%3Dsh_li__and%26rfuid%3Dext1%3Af08a7047-8d0f-4878-924d-df1c9c15f0e2 … #shopmycloset @poshmarkapp,0,0,0,0
CREALITY 3D Printer,@Creality3dP,2022-05-25T13:33:00.000Z,"Let's print green! 
Get a 50%OFF on filament when buying Ender-3 S1 now. #Ender3_S1 :  https:// #ender3_s1 #Ender3_s1_pro #CR10_smart_pro #sermoonV1 #halotone_plus #3D #creality #Ender #3dmodeling #3Dartist #3dprinted #3dprint #resinart #resin #art #3Danimation",1,2,2,0
DragosGMR,@DragosGMR,2022-05-25T09:53:13.000Z,"I have done it, tonight I got my first paycheck and I had to do the hard thing of ordering the new  3D printer  to replace the old one since it's now no longer work and can't be repaired.

It bites but I'm not getting rid of it, I'm going to use it as a display stand later on.",0,3,0,0
