Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Junk Man,@DrOfJunkology,2024-01-26T21:43:17.000Z,"I look forward to the point in  additive manufacturing  tech where we could easily recreate entire classic cars and components (in metal) better than the originals, without the need for large, aging equipment.

Rusted and obsolescence will themselves become obsolete.",0,0,0,11
CREALITY 3D Printer,@Creality3dP,2024-01-27T13:58:52.000Z, do you love the printing quality from  #cr10se  ?,0,0,0,0
clown,@bugsquelcher,2024-01-26T21:13:37.000Z,how she looks at me when i explain the benefits of  additive manufacturing,0,0,0,0
GoEngineer,@GoEngineer,2024-01-25T21:09:59.000Z,The rise of  3D printing  has transformed modern manufacturing. But perhaps the most significant way  3D printing  has impacted mankind is through its applications in medicine. Learn how it's helping shape the future of personalized  #healthcare :  https:// #3dprinting,0,0,0,74
3DHEALS,@3dheals,2024-01-26T19:01:41.000Z,"I saw firsthand how  3D printing  improved the patient’s surgical plan, patient education about her condition and treatment options, as well as education for the residents to simulate the operation beforehand and the ability to transfer the surgical plan  https://",0,0,0,0
Fabbaloo,@fabbaloo,2024-01-25T19:00:15.000Z,"Hands on with the Elegoo Jupiter SE  3D Printer , Part 2  https:// with-the-elegoo-jupiter-se-3d-printer-part-2?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=fabbaloo … #3DPrinting #AdditiveManufacturing",0,0,0,0
3Printr.com,@3printr,2024-01-26T12:41:10.000Z,3D printer  manufacturer Velo3D presents growth plans for 2024  http:// #additivemanufacturing #3dprinting,0,1,0,163
3DHEALS,@3dheals,2024-01-27T15:01:30.000Z,The Radiological Society of North America (RSNA) and the American College of Radiology (ACR) plan to initiate a new medical  3D printing  clinical data registry to collect  3D printing  data at the point of clinical care.  https://,0,0,0,0
ResearchTweet,@ResearchTweet22,2024-01-26T14:01:55.000Z,"PhD Position in Developing Multi-Material Structures using  Additive Manufacturing This is 3-year fully funded studentship is only open to UK home  students. 

The successful applicant will receive a generous tax-free  annual stipend of £26,658 plus payment of their full-time",0,1,0,104
Jaga santagostino,@kandros5591,2024-01-27T14:21:59.000Z,Find a problem that probably you are the only one in the world to have  Fix it with  3d printing,2,9,3,796
Salty,@HeySalty,2024-01-25T22:11:49.000Z,Anyone got a  3D printer . Need a part printed by tonight.,0,1,0,128
3D Printing Industry,@3dprintindustry,2024-01-25T19:39:02.000Z,Updated Post: New 3D printed golf club heads from Farsoon Technologies and Designer  https://,0,0,0,0
3DCars,@3Dcarsdotcom,2024-01-27T15:35:36.000Z,"3D Printing  News Briefs, January 27, 2024: PAEK, Triangle Mesh, Bionic Arm, & More  http://",0,0,0,0
Mark,@MarkTwoDesign,2024-01-27T15:20:41.000Z,In a few minutes we go live with another episode of the G.I. JOE  3D Printing  Podcast!  https:// ng/streams …,0,0,0,0
,@RickySeeWorld,2024-01-25T22:32:44.000Z,Gonna get a  3D printer  for me and my boys to experiment on.. what’s the best in the market ??,2,0,0,567
Journal of Polymer Science,@JPolymSci,2024-01-26T17:00:02.000Z,"New research in  @JPolymSci : Development of transparent, particle-loaded photoresins for volumetric  additive manufacturing  of silica glass by Luke A. Myers, Johanna J. Schwartz, and co-authors. #freetoread",0,2,2,331
Fabbaloo,@fabbaloo,2024-01-26T19:00:16.000Z,Freemelt’s e¯MELT-iM: Manufacturing with Modular Metal  3D Printing https:// -e%c2%afmelt-im-manufacturing-with-modular-metal-3d-printing?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=fabbaloo … #3DPrinting #AdditiveManufacturing,0,0,0,0
"Libertarian, Homesteading, 3D Printing",@Liberty3DPrints,2024-01-25T18:37:31.000Z,It seems the libertarian party are being absolute retard brain dead when it comes to immigration and the Texas issue. They wonder why no one wants to support the party.,0,1,0,23
Climatelinks,@climatelinks,2024-01-25T19:01:11.000Z,Did you know that  3D printing  is helping scientists in Kenya better assess real-time weather conditions and issue advisories in areas where extreme climate events frequently occur? Get the details in our new blog:  https:// cientists-harness-power-3d-printing-monitor-and-forecast-extreme-weather … @FEWSNet,0,0,0,0
IGNITE,@ShareIGNITE,2024-01-26T19:55:07.000Z,"From  3D printing  wonders to mock interviews, our campus resources are the real MVPs! Check out these awesome on-campus services from our latest article:  https://",0,0,0,0
3DPrint,@3DPrint_com,2024-01-26T17:59:55.000Z,"To refocus its efforts on the industrial segment,  #3Dprinter  manufacturer  @Prodways  will discontinue its  @solidscape 3D printer  business for the jewelry market. This follows a disappointing performance in 2023, mostly attributed to low jewelry machinery sales.  @MikeMolitchHou",0,0,0,0
GARGANTUA,@GARGANTUA_Toys,2024-01-26T18:03:52.000Z,"Our  3D printer  had a problem with the FEP film and it caused a resin leakage. That means that right now, the electronics are affected and the printer won't turn on. We're crossing our fingers while we try to fix this issue, but it doesn't look well.",2,3,4,947
