Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
☾༺ℓυa༻☽cazavampitos// ENCARGOS 3D OPEN,@Puchiluh,2021-05-31T17:45:44.000Z,"Quién para un

amongus",2,3,1,0
Mitchell and Son Additive Manufacturing LTD,@MitchellandSon1,2021-05-31T14:57:09.000Z,#Motorsport  The Indy 500's most interesting traditions  http:// http://,0,0,0,0
Mitchell and Son Additive Manufacturing LTD,@MitchellandSon1,2021-05-31T14:22:56.000Z,#Technology  The Ultimate Motorcycling Bucket List.. and how to experience them  http:// http://,0,0,0,0
Lite,@BonesInTraining,2021-05-31T22:21:49.000Z,"Fuckin everything I own and use is breaking down or busted. My phone and laptop are barely keeping alive, and now my  3d printer  caught fire

Gonna go fall down a well and turn into a demon that plays the fiddle with my dick out or some shit",0,0,0,0
Madmods4u,@madmods4u,2021-06-01T03:47:36.000Z,"Follow, Like and retweet. Join us for some  3d printing ! #3Dprinting #SmallStreamersConnect #SupportSmallStreamers #TheStreamHelper #twitch #steam #streamer #Giveaway",0,4,2,0
古賀洋一郎 / Dr. Eng. Yoichiro Koga,@YoichiroKoga,2021-05-31T13:57:35.000Z,"Welcome to  3D Printing  Corporation! Virtual tour at Yokohama, Japan. Enjoy the tour and subscribe my account!  https://",0,0,0,0
TalkWorld,@WeTalkWorld,2021-05-31T23:10:29.000Z,"Top story:  @mashable : 'The world's largest  3D-printed  boat was built in just 3 days '  https:// s/1399497668397703169/video/1 … , see more  http:// tnp …",0,0,0,0
SelenaBromez,@theKeroRanger,2021-06-01T01:51:14.000Z,"couldn't paint cause i couldnt find my paintbrushes, but ive fixed the settings on my  3d printer , so thats neat",1,1,0,0
Jean-Baptiste Lefevre,@jblefevre60,2021-05-31T11:15:47.000Z,3D printing  a boat! #AI #MachineLearning #3Dprinting @CNET @SpirosMargaris @DeepLearn007 @PawlowskiMario @mvollmer1 @gvalan @ipfconline1 @diioannid @Shi4Tech @Fisher85M @kalydeoo @Ym78200 @Nicochan33 @Fabriziobustama @ahier @rwang0 @pierrecappelli,5,147,96,0
Zy0n7,@RaulBP87,2021-06-01T01:45:47.000Z,"Today's repost is Ankha/Nairu. Most fashionable regal villager and yellow cat.

She has a complete render,  3d print  & model set with both outfits. She will get a sfm version soon, with a pmx later on as well. http://",1,246,39,0
