Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
❂april❂ HUSH Darah Muda,@SMilloow,2021-11-13T09:57:40.000Z,Jutek banget mukanya ,0,0,0,0
Kaiser Matin,@kaisermatin,2021-11-13T16:17:48.000Z,Polymer discovery gives  3D-printed  sand super strength  https:// olymer-discovery-3d-printed-sand-super.html …  via  @physorg_com,0,4,1,0
feckless,@fecklessmage,2021-11-13T18:04:39.000Z,3d printing  is actual magic,2,6,1,0
bubbleistrouble,@bubbleistrouble,2021-11-13T20:00:48.000Z,3D printed  trash can makes abundent juicy bubbles,0,0,0,0
Game Hard 4.0,@WOG4U2,2021-11-13T10:36:01.000Z,Follow Project Satsuma  3D Print  over at Instagram https://,0,4,1,0
marsgizmo,@marsgizmo,2021-11-13T10:25:08.000Z,"3D Printed  Rolling Door Cabinet

..video coming soon ",2,23,1,0
Dr Subroto Roy,@subyroy,2021-11-13T22:03:04.000Z,That makes sense...if only  @elonmusk @JeffBezos  et al could  3D print  some mountains so Australia etc could make some rain...,0,0,0,0
Clomaes,@clomaes,2021-11-13T12:44:03.000Z,How  3D Printing  Has Influenced the Gaming World -  http:// http://,0,0,0,0
builderonline,@builderonline,2021-11-13T16:01:23.000Z,"Breaking ground in 2022, the 100-home community, a collaboration with  @Lennar @ICON3DTech  and @BIGstertweets will be the largest  3D-printed  neighborhood to-date.  https://",0,0,0,0
3D Printed Sports,@3DPrintedSports,2021-11-13T15:18:31.000Z,"ROLL TIDE ROLL!  Another college football Saturday, another  3D printed  age bronze Speedflex mini helmet wrapped up. Changed the workflow to a hand-rubbed finish on the mask to better match the antique gold on the Alabama Crimson Tide bumpers and logos. @PhilHecken @UniWatch",9,43,10,0
Steven Messina,@MessinaInc,2021-11-13T15:06:47.000Z,"Keep larping in the internet tho lol.
More  3D printed  guns etc ",0,0,0,0
Toonafeesh,@toonafeesh1,2021-11-13T14:58:45.000Z,Day 2 of our @JDRFGame2Give charity stream. We'll be playing  @SeaOfThieves . Come hang out and earn  #prizes / #giveaways . We have various games and  3d printed  SOT items to give away in chat. http:// #clancast #DiabetesAwarenessMonth @CroweFam_ #T1D #twitch #gamer,0,5,2,0
OhShootTre,@OhShootTre,2021-11-13T20:47:38.000Z,"def not finished, but this is my first  3D print ! How do I sand down smaller details, like inside the mouth?",1,3,0,0
Make. Believe.,@Bennett_Graham,2021-11-13T19:12:00.000Z,3D printed  ink stamp.  #artisan #rubberstamps #stamping,0,0,0,0
24x7 Shopping Mania,@etrade75,2021-11-13T15:12:27.000Z,Creality LD-002H LCD Light Curing  3D Printer  - Bright Orange EU Plug https:// d-printer-kits/pp_009149628794.html?wid=1591127&lkid=82566822 …,0,0,0,0
DereksWeeToys,@DereksWeeToys,2021-11-13T19:33:25.000Z,My first go at  designing and  3D printing  sabots.   I'm quite chuffed with these.,2,29,1,0
相互フォロー支援の亀&ネットショッピング,@sougokame,2021-11-13T23:25:02.000Z,ELEGOO MARS UV 光造形式 3Dプリンター  3D Printer  タッチスクリーン 停電リカバリ 高精度 115x65x150mm (黒色) https:// #3Dプリンター,0,0,0,0
Massimiliano Guastafierro,@mguastafierro,2021-11-13T20:19:12.000Z,WATCH: Could  3D printing  be the key to true sustainability? HP thinks so  http://,0,0,0,0
Laura 𖠌,@MaplesHunny,2021-11-13T08:01:32.000Z,Someone who can  3D print  please make me one of these (the pattern is in the thread)  #ACNH #AnimalCrossing #AnimalCrossingNewHorizons,1,1,0,0
Steve Talkowski ᯅ,@SteveTalkowski,2021-11-13T17:23:10.000Z,"SkullBot WIP - First  3d printed  prototype! Considering it’s  @DesignerCon  weekend, I wanted to bring along a test print. If you see me this afternoon, I’ll give you a closer look.  #sketchbot #skull #robot @Phrozen3D  Sonic Mini 4K",1,10,2,0
Fabbing,@fabbing,2021-11-13T14:35:04.000Z,"3D Printing  News Briefs, November 13, 2021: Formnext News & More  http://",0,0,0,0
girls_into_coding,@girlsintocoding,2021-11-13T10:47:06.000Z,"Come & Join us IRL! Girls into Coding in-person event is back on Nov 28th, in LDN. Exciting hands-on robotics, coding, physical computing, 3D printing  workshops & inspiring speakers! For girls 10 to 14, It’s FREE! 
Book  : http:// #coding #tech #STEM #womenintech",0,4,6,0
bubbleistrouble,@bubbleistrouble,2021-11-13T17:30:57.000Z,"3D printed  trash can makes ridiculously, slimy bubbles",0,0,0,0
Not A Games Dev Ollie,@Reksaurian,2021-11-13T18:11:01.000Z,. @byteparrot  (this is called Snowdown btw),2,2,0,0
IEMAI 3D,@Iemai3,2021-11-13T08:04:40.000Z,Interleaving with light and shadow      (printed by IEMAI FAST-JET-780 granular  3D printer ) https:// ular-printer%ef%bc%9afast-jet-780/ … #printing #3dprinting #AdditiveManufacturing #Industrial #Medical #Prothesis #Biocompatability #Impant,0,0,0,0
❂april❂ HUSH Darah Muda,@SMilloow,2021-11-13T23:58:17.000Z,"Yakin sih, di sini Heechul mikirnya, ""Jir itu udah lama banget  . Knp lu ingetin gw sama itu gesture?  ""

Kyknya jangjun emang beneran elf ",0,2,1,0
bubbleistrouble,@bubbleistrouble,2021-11-13T14:21:00.000Z,"3D printed  trash can makes fat, transparent bubbles",0,0,0,0
AVSEC Pro,@avsec_pro,2021-11-13T17:04:11.000Z,Russia Rostec Launches Mass  3D Printing  of PD-14 Engine Parts for Aircraft  https:// tec_Launches_Mass_3D_Printing_of_PD_14_Engine_Parts#.YY_wATXgx-E.twitter …,0,0,0,0
John-Paul Smiley,@JohnPaulSmiley,2021-11-13T13:51:47.000Z,Strabag and Peri build Europe's largest  3D-printed  office - BIM+:  https:// ri-build-europes-largest-3d-printed-office/ …,0,0,0,0
Not A Games Dev Ollie,@Reksaurian,2021-11-13T19:54:10.000Z,,0,2,0,0
customerservice@curewellpharmacy.com,@Curewellrx,2021-11-13T14:30:01.000Z,Scientists Use  3D Printing  to Create Injection-Free Vaccine Patch  https:// nes/news/20211006/3d-printing-injection-free-vaccine-patch?src=RSS_PUBLIC&scid=1qIgRpIj1l …,0,0,0,0
Dorosiri,@Dorosiri,2021-11-13T06:58:17.000Z,"A wonderful artwork was created to decorate a compartment of the wall.@mutemutantsclub I want to use figures like Bearbrick, but I need to find a  3D printing  company. #CNFT #NFTs #ADA",1,6,0,0
claireondemand,@missesgerm,2021-11-13T09:02:44.000Z,petition for @frob___ to  3d print  one of these for his scaly pets,0,2,0,0
Not A Games Dev Ollie,@Reksaurian,2021-11-13T23:01:16.000Z,Bizzy.,0,0,0,0
3D Print Works,@3DPrintWorks,2021-11-13T13:01:23.000Z,"Happy World Kindness Day! Kindness is the best gift we can give ourselves and others!

Here are three things you can do today to embody kindness:  Listen attentively  Compliment someone  Take care of yourself - you deserve kindness too! #WorldKindnessDay #Kindness",0,0,0,0
Not A Games Dev Ollie,@Reksaurian,2021-11-13T19:59:12.000Z, Struggling to get orders from the cookeries. LETS GOOO!!!  #PUMPED,0,0,0,0
BlackledgeLab,@blackledge_lab,2021-11-13T20:06:07.000Z,Andrew Lawrence worked with Keir Fogarty to develop an instrument capable of two-color fluorescence correlation spectroscopy using  3D printing  (and a PUI budget!).  @HighPointU #SERMACS2021,0,5,0,0
Insanto Studios,@InsantoStudios,2021-11-13T16:06:34.000Z,New Add-on! Add the Majros-USB flash drive to your pledge for 15€  The material of the USB shell will be  3D printed  from a mix of real wood fibres and PLA plastic which is naturally degradable  Our  #Kickstarter  is still live until Nov 25th  http://,1,2,2,0
