Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Yahoo News Tech,@YahooNewsTech,2013-10-31T17:36:43.000Z,"3D-printed  gun maker Cody Wilson is raising $50,000 for an anarchist Bitcoin wallet  http://",0,0,0,0
Dillon Ross,@burlapdesign,2013-10-31T16:48:43.000Z,The Next Big Thing In Medicine?   http:// wvYuX9g0 … 3D Printed  Bones.,0,0,0,0
3D Printer,@The3DPrinters,2013-10-31T19:29:29.000Z,SainSmart RAMPS 1.4  3D Printer  Starter Kit with Mega2560 + A4988 for Arduino RepRap from SainSmart:  3D Printer ...  http://,0,0,0,0
3D Printing @𝟑𝐃𝐚𝐛𝐥𝐞,@3Dable,2013-10-31T17:04:00.000Z,i.m  #3DP : The future of  3D printing  and Robotics by our guest blogger Michael Overstreet  http:// #3D #3DPrinting,0,0,0,0
Phenyo BW,@Phenyo16,2013-10-31T20:34:40.000Z,"Eva thought of a  3D printer ,,, well I have,,, where it prints everything in 3D... AWESOME STUFF ryt there",0,0,0,0
3DPRINTUK,@3DPRINTUK,2013-10-31T18:42:32.000Z,Preping some awesomeness for.the  3D print  show,1,1,1,0
Betty Angeron,@Angerondig,2013-10-31T18:23:31.000Z,Sweet!  A  3D Printer  - Very Awesome!  You have to check this out!  http:// 5OKHX9C?ie=UTF8&camp=213733&creative=393177&creativeASIN=B005OKHX9C&linkCode=shr&tag=activepubs&creativeASIN=B005OKHX9C …,0,0,0,0
Cheerchain,@cheerchain,2013-10-31T16:37:17.000Z,Happy Halloween from Autodesk Labs with a  3D Printed  Pumpkin  http://,0,0,0,0
Cryptocurrency News,@news_crypto,2013-10-31T20:33:22.000Z,What do a  3D printing  company and a window cleaning service have in common? Bitcoin is the ...  http:// #Bitcoin #Litecoin,0,0,0,0
GB,@GBDataStream,2013-10-31T16:46:13.000Z,Microsoft demos 3D scanning mobile app in hopes of making it easier to  3D print http://,0,0,0,0
DIAGRAM Center,@DIAGRAMC,2013-10-31T19:29:30.000Z,Do you work with VI students? Plse take 10 mins to fill out survey on  3D printing  for accessible materials in schools  http://,0,0,0,0
MONIRAJ GOGOI,@THETECHEDDY,2013-10-31T17:07:24.000Z,"Krissh 3 is Releasing In 2 Hour 2D Print  3D Print  Will 
Be Available In 4th November 2013 :))",0,0,0,0
Javelin Technologies - A TriMech Company,@javelintech,2013-10-31T16:34:10.000Z,See how the  #Stratasys  Mojo  3D Printer  is helping create  #Halloween  fun!  #aimhigh http://,0,0,0,0
3d print,@Best3dprint,2013-10-31T18:06:49.000Z,@beautybasicph |  #lookingforph #ootd #bandageskirt #3Dprint http://,0,0,0,0
ものづくり,@3d_printing_jp,2013-10-31T19:09:24.000Z,[→]かんたん が おいしい!: スーパー主婦・足立さんのお助けレシピ  http://,0,0,0,0
3D Printing Pros,@Proto3000_RP,2013-10-31T18:37:44.000Z,Which  3D Printing  technology do I use?  http://,0,0,0,0
reprap3D,@reprap3D,2013-10-31T16:56:53.000Z,3D printer  RepRap NEW kit 3DBotic MendelMax prusa No Reserve: This is a  3D printer  KIT with choice of: GREEN o...  http://,0,0,0,0
Yasbella Sebastian,@Pacific_Typhoon,2013-10-31T16:42:20.000Z,Microsoft demos 3D scanning mobile app in hopes of making it easier to  3D print http://,0,0,0,0
Siobhan,@seeohbombdotcom,2013-10-31T19:15:45.000Z,"So excited that I get to use the  3D printer , my piece will be done in an hour and 45!! Eeeeek  #notaWITprob",0,0,0,0
Phil O'Brien,@fnibhriain,2013-10-31T19:16:45.000Z, What Will Be  3D Printed  On Space Station? | Video - YouTube  http:// 3037857/ …,0,0,0,0
3d-magic,@3dmagic,2013-10-31T18:53:22.000Z,Natural Compound Good for  3D Printing  Medical Implants |  http:// http://  via  @po_st,0,0,0,0
Kyle Soyer,@K_Soyer,2013-10-31T16:47:50.000Z,Augie's new  3D printer  hard at work. What would print?,0,0,0,0
Jake Hartigh,@JakeHartigh,2013-10-31T16:37:29.000Z,3D printing  of DNA - Transmission Electron Microscopy  http://  via  @scoopit @joerogan,0,0,0,0
Ahmad Alshangiti,@Alshangiti_it,2013-10-31T17:41:47.000Z,"3D-printed  gun maker Cody Wilson is raising $50,000 for an anarchist Bitcoin wallet  http://",0,0,0,0
Reality Check,@_Reality_Check_,2013-10-31T17:34:57.000Z,Space: What Will Be  3D Printed  On Space Station? | Video  http://,0,0,0,0
HistoryFutureNow.com Tristan Fischer,@tristanfischer,2013-10-31T16:36:02.000Z,A real Industrial Revolution:  3D printing  and the impact on jobs -  3D printing  has been getting...  http://,0,0,0,0
Peter Green,@peterkgreen,2013-10-31T17:42:34.000Z,"3D-printed  gun maker Cody Wilson is raising $50,000 for an anarchist Bitcoin wallet  http://",0,0,0,0
Tim Minshall,@Whytowow,2013-10-31T19:34:47.000Z,Turning children's drawings into  3D printed  sculptures  http:// 026-3d-remind-turns-children-drawings-into-3d-printd-sculptures.html …,0,0,0,0
3D Printers Canada,@3DPrintCan,2013-10-31T19:05:32.000Z,Fused Deposition Modeling (FDM) and Polyjet are two of the most advanced and effective  additive manufacturing ...  http://,0,0,0,0
Scott,@ScottTsukuru,2013-10-31T19:14:14.000Z,"Unpacking has begun, here's a  3D printed  model from 2006 of a streaming music player I designed...",0,0,0,0
3d-magic,@3dmagic,2013-10-31T17:58:42.000Z,Coriolis:  3D-Printed  Art Exhibition at the Autodesk Gallery  http://  via  @dexigner,0,0,0,0
FabLab Bruneck,@FabLab_Bruneck,2013-10-31T16:54:32.000Z,3D Printing : Build Your Own  3D Printer  and Print Your Own 3D Objects  http://,0,0,0,0
Tiffany Stone,@tffstone,2013-10-31T18:08:10.000Z,You Can Now Buy  3D-Printed  Jewelry at Neiman Marcus  http:// nted-jewelry-neiman-marcus/ … @Shapeways @CharlesMaddock,0,0,0,0
3D Print Association,@3DPrintAssoc,2013-10-31T16:53:12.000Z,GADGETS3D launches RepRap G3D & ' 3D printer  in every school' project  http:// 031-gadgets3d-launches-reprap-g3d-3d-printer-in-every-school-project.html … ?   #3dprintassoc #3dprinting,0,0,0,0
TeamSnapfluence,@snapfluence,2013-10-31T17:35:24.000Z,Seen any good Halloweengrams? generalelectric teamed up with makerbot it for a  3D printed  pumpkin!  http://,0,0,0,0
Justin,@justajot,2013-10-31T17:36:41.000Z,Question: can we  3D print  a house made out of cob (instead of concrete)?,0,0,0,0
HospitalityLawyer.com®,@hospitality_law,2013-10-31T17:58:34.000Z,Will you  3D print  your next hotel?  http:// #HLC14 #Hotels #3DPrinting @IndustryTap,0,0,0,0
TSE Tech Street,@TSETechStreet,2013-10-31T17:31:03.000Z,"3D-printed  gun maker Cody Wilson is raising $50,000 for an anarchist Bitcoin wallet: Cody Wilson, founder of D...  http://",0,0,0,0
Retweet Phoenix,@RetweetPhoenix,2013-10-31T19:04:05.000Z,3D Printing  Not Ready for Disaster Relief  http:// #3DPrinting,0,0,0,0
Michelle Chu,@numichuu,2013-10-31T17:14:44.000Z,"Hook em:  3D-printed  gun maker Cody Wilson launches $50,000 crowdfunding campaign for Bitcoin wallet  http:// @ReportingTexas",0,0,0,0
Sagan Sense,@sagansense,2013-10-31T16:54:02.000Z,Photo: Happy Halloween! We  3D printed  this grumpy pumpkin on a Makerbot Replicator 2. Thanks to Thingiverse...  http://,0,0,0,0
The Onramp To Space,@OrbitalOnramp,2013-10-31T18:17:44.000Z,What Will Be  3D Printed  On Space Station? | Video  http:// l-be-3d-printed-on-space-station-video.html …  via  @feedly,0,0,0,0
Kathy's Phones,@KathysDeep,2013-10-31T19:02:21.000Z,3D Printed  HARD COVER for Sony Smartwatch Liveview2 TRANSPARENT $0.99  http:// #watch #tech,0,0,0,0
CryptoBull,@CryptoBvll2O2O,2013-10-31T16:50:36.000Z,Microsoft demos 3D scanning mobile app in hopes of making it easier to  3D print : The app would compete with Au...  http://,0,0,0,0
Dr Nawfal Fadhel,@NawfalFadhel,2013-10-31T17:04:55.000Z,Will  3D Printing  Fuel Art and Jewelry Forgery?  http://  via  @mashable,0,0,0,0
