Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
RCGroups.com,@RealRCGroups,2019-09-01T13:44:19.000Z,"3D Printed  Parts for DJI FPV System and FlexRC Colugo Frame
If you have a FlexRC Colugo frame and want to install the new DJI FPV system then you are in luck. There are now files for  3D printed  conversion parts that…  https:// ?igshid=t4aitsng8aop …",0,0,0,0
superherospace,@superherospace1,2019-09-01T15:39:05.000Z,#hashtag3  Batman Robin Bodysuit | Batman  3D Printed  Costume  https:// -robin-bodysuit-batman-3d-printed-costume/ …,0,0,0,0
Ana Cristina Pereiro,@pereiro_ana,2019-09-01T13:58:33.000Z,Human organs made by  3D printing,0,0,0,0
inov3d,@inov3d,2019-09-01T15:18:10.000Z,TEVO Nereus 2019 – Let Us See Specs Of This  3D Printer https:// -printer …,0,0,0,0
Ben Shapiro Destroys,@BenDestroysBot,2019-09-01T06:06:26.000Z,Ben Shapiro ANNIHILATES Heartwarming orphans with  3D Printed  Sex Toys!!!!,0,0,0,0
Joel Telling - 3D Printing Nerd,@joeltelling,2019-08-31T22:04:24.000Z,"First print from the  @ZMorph3d  VX. It’s an example print from the machine memory. It’s not perfect, but looks good. Raft is a strange choice with a glass bed. Comes with  @3DPrima  for the bed. I’m VERY excited for what’s to come.  #3Dprinting",3,57,2,0
China Tech,@ChinaTechFR,2019-08-31T23:14:07.000Z,#Cartoon  Bear  3D Printed  Blackout ...  #BonPlan #Deal #Deals #Discount #Gearbest #Promotion #Promotions #Réduc https:// rbest/cartoon-bear-3d-printed-blackout-curtain-61-34e/ …,0,0,0,0
China Tech,@ChinaTechFR,2019-08-31T23:02:07.000Z,#Cartoon  Bear  3D Printed  Blackout ...  #BonPlan #Deal #Deals #Discount #Gearbest #Promotion #Promotions #Réduc https:// rbest/cartoon-bear-3d-printed-blackout-curtain-44-59e/ …,0,0,0,0
bubbleistrouble,@bubbleistrouble,2019-09-01T00:33:36.000Z,"3D printed  cap makes many, transparent bubbles",0,0,0,0
Starlink SpaceX,@starlink_spacex,2019-08-31T23:05:16.000Z,These Engineers Want to  3D Print  an Entire Rocket in 60 Days  https://  via  @YouTube,0,0,0,0
mikemckenna,@micromikemck,2019-09-01T11:12:17.000Z,A collection of Star Wars model ideas for  3d printing  at  http:// ion-of-star-wars-model-ideas-for-3d-printing/ … #3DPrinting #3dprintingforfun #3DPrinter,0,0,0,0
Luxexcel 3D printing,@Luxexcel,2019-09-01T12:02:00.000Z,"Luxexcel webinar:-the technology behind  3D printed  lenses . Join our webinar series on September 5th, 2019 and register today!  #luxexcel #smartglasses #technology #3dprinting #optics https://",0,0,0,0
SingularityU Cairo,@SUCairoEgypt,2019-09-01T09:40:40.000Z,"The young team 'Transform' turns plastic waste into  3D-printed  products. This reduces time, energy and manufacturing space, transforming the construction industry into a sustainable and approachable business |  #ExponentialMENA #SUCairo",0,0,0,0
#VideoGames,@VideoGamesFeeds,2019-09-01T00:55:11.000Z,Longer LK4  3D Printer  Aluminum DIY with Resume Printing Function 220x220x250mm -  http://,0,0,0,0
Gadget Zone Hub,@gadgetzonehub,2019-09-01T02:29:58.000Z,#stereo #isolating #bluetooth 3D Printer  Heat Paper  https:// t-paper/ …,0,0,0,0
bubbleistrouble,@bubbleistrouble,2019-09-01T05:23:09.000Z,3D printed  cap makes abundent transparent bubbles,0,0,0,0
Gadgeticus Store,@gadgeticusstore,2019-09-01T06:16:49.000Z,#hashtag3  UV Curing  3D Printer,0,0,0,0
FandomWares18,@FandomWares18,2019-09-01T04:58:45.000Z,"Pre-order for  #Mamamoo 3D Printed  Mini Light Stick Keychain (Moobong) is now open. Php100.00 / pc
DOO: September 10, 2019
DOP: September 13, 2019
Order Form:  https:// 8z8 …",0,3,0,0
bubbleistrouble,@bubbleistrouble,2019-08-31T22:34:47.000Z,"3D printed  cap makes lots of, ephemeral bubbles",0,0,0,0
Elsa - 3D Printing Garage,@elsajohnny1,2019-09-01T06:23:50.000Z,Finished painting this guy:  #Stitch  by @ChaosCoreTech thing:2419427 on  @thingiverse . Printed with @Polyalchemy Elixier Aquamarine PLA. #3dprinting #prusaprinters #PrusaSlicer #i3mk3s #mmu2s #multicolorprint #3DPrintingGarage #3dmodels #3DDesigns #impression3d #acrylicpainting,0,2,0,0
Jimi Devine,@JimiDevine,2019-08-31T21:47:37.000Z,Knitting sweaters is kind of like  3D printing  with your hands.,0,0,0,0
Julia Griffey,@modernmakerJG,2019-09-01T02:19:33.000Z,Yep. We  3D printed  a candy dispenser.  #3Dprinting #3dprint,0,0,0,0
Łukasz Dziewięcki,@ldziewiecki,2019-09-01T07:06:31.000Z,Would you eat  3D printed  sushi?   - -  #technology #innovation #Aluminum #Extrusion #Expert #Body #bodybuilding #ldziewiecki  by: DigitalTrends,0,0,0,0
Thomas Modeen,@TModeen,2019-09-01T13:23:10.000Z,"Grid Bracelet C...
• 
Made out of  3D printed  silver... 
•  #bracelet #jewelry #jewellery #jewelrydesigner #design #art #designart #middleeast #designedinqatar #doha #qatar #thomasmodeen #architectsindependent …  https:// ?igshid=1tp0u1zlei0h5 …",0,0,0,0
steve copses,@scopses,2019-09-01T12:01:25.000Z,"Erie father, son create  3D-printed  Lamborghini  https://  via  @denverpost",0,0,0,0
PIER MARIA FORNASARI,@PierFornasari,2019-09-01T08:45:17.000Z,"3D printed  salt template for bioresorbable bone implants. With the help of a  3D printed  salt template,  @ETH  researchers have succeeded in producing magnesium scaffolds with structured porosity that are suitable for bioresorbable…  http:// printed-salt-template-for-bioresorbable-bone-implants/ …",0,0,0,0
Daily Deals,@DailyDealFeeds,2019-08-31T22:00:33.000Z,Monoprice Maker Ultimate 2  3D Printer  – with (200 x 150 x 150 mm) Heated and Removable Glass B  https:// ice-maker-ultimate-2-3d-printer-with-200-x-150-x-150-mm-heated-and-removable-glass-built-plate-auto-bed-leveling-internal-lighting-built-in-filament-detector/?utm_source=dlvr.it&utm_medium=twitter …,0,0,0,0
