Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Kodak 3D Printing,@Kodak3dprinting,2019-01-09T19:25:55.000Z,"Day 2 at  #CES .  @joeltelling , come and meet us at Booth No. 16744, Central Hall!",0,5,0,0
Rapid App Group,@rapappgroup,2019-01-09T20:20:49.000Z,What Mission Critical Support Through  Additive Manufacturing  is all about here at Rapid Application Group. Check out our story of how we got started! https:// plication-group-mission-critical-support-through-joe-epperley/?fbclid=IwAR3Tpne4yajxd4P2qiWTOkbdQWpm4wQyJUzn4Ji9p1_qFcUxOcIFBz9KLcc …,0,0,0,0
3D Printing MBA,@3dprintingmba,2019-01-09T23:14:32.000Z,3D Printing  Joint Ventures Needed For Many Suppliers  http:// int-ventures-needed-for-many-suppliers/ …,0,0,0,0
The 3D Fashion,@AmandaCerny98,2019-01-09T17:36:48.000Z,3D Printing  Ladies Slim Comfortable Pants Calzas Mujer. Check it out here:  http:// inting-ladies-slim-comfortable-pants-calzas-mujer … . #fashionblog #fashiondaily #fashiondiaries #fashiongram #fashionlover #fashionpost #wiw #wiwt,0,0,0,0
ArtStation Bot,@oldASbot,2019-01-09T19:00:11.000Z,Little Baby Mini Pig  3D print  model by timnik for $20 -  https:// N6r/little-baby-mini-pig-3d-print-model …,0,0,0,0
Applied CAx,@AppliedCAx,2019-01-09T18:01:23.000Z,Creating your own lattice structures will be a great tool going forward when designing for  additive manufacturing . See a sneak preview of this new feature here.  https:// #additivemfg #3Dprinting #3dprinted #design #ingenuityisnx,0,0,0,0
Sirenum by Bullhorn,@Sirenum,2019-01-09T17:35:03.000Z,Are you curious about the production of the  #SirenumClock  casing? We  3D print  it and it's awesome!  #3Dprint #timelapse #Timeandattendance https:// yQo0w …,0,0,0,0
Qualopec,@BenGalea,2019-01-09T21:40:33.000Z,Just put a 20 hour  3D print  on. I swear if I get home and it fucked up 4 hours in I'm going to be so mad!,0,0,0,0
RPG SqFt Solutions,@rpgsfs,2019-01-09T20:18:07.000Z,#3Dprinting  and its influence on the  #Engineering  world have come a long way! See some 2019 predictions for  3D printing  here:  https://,0,0,0,0
Steve Longpre,@StevenLongpre,2019-01-09T21:10:39.000Z,"Great price for a paste extrusion  3D printer , if you're interested in printing fire-able clay, ceramics and other materials!!! Only 48 hours to go!  https:// 3417/cerambot-the-most-affordable-ceramic-3d-printer?ref=project_facebook …",0,0,0,0
Rahul Sharma - Engagement Director Siemens,@RahulSharma188,2019-01-09T17:30:28.000Z,"AM,  #IoT ,  #VR  – if it is an abbreviation within the good  #manufacturing  sphere, you’l discover it right here. Inside  #Siemens  new UK  #3D  printing facility:  http://",0,0,0,0
Ray Hammond,@hammondfuturist,2019-01-09T19:16:01.000Z,"Using synthetic collagen made from the tobacco plant, researchers can  3D-print  lung architecture on which stem cells can grown new lungs for human transplant.  #futurist https:// https://",0,0,0,0
Daniel Oliveira,@danielfilipemo,2019-01-09T21:35:39.000Z,I liked a  @YouTube  video  http://  LEGO TECHNIC -  3D Printed  Lego Compatible Gears,0,0,0,0
Aki Anastasiou,@AkiAnastasiou,2019-01-09T18:55:56.000Z,"3D printing ! Check this out, no more dull mono  3D printed  objects. Now  @XYZprinting  does colour  3D printing  with the Da Vinci Colour Mini  3D printer .  #CES2019 @MustekLimited",3,20,11,0
Cheryl Mendoza Serna,@cherylrhayne,2019-01-09T19:49:02.000Z,"p345 3D print  maxi beach dress
Milky cotton, soft
V neck
Garter banded waist
Back string
Loose fits up to L",0,0,0,0
Campaign,@Campaignmag,2019-01-09T19:34:02.000Z,3D printing  brand targets DIY gun market with disinformation campaign by  @TBWA_PARIS :  https://,1,2,0,0
HCA HealthONE,@HCAHealthONE,2019-01-09T20:06:05.000Z,"""Dr. Mark Tuttle Implants  3D-Printed  Prosthesis Enabling Patient to Walk."".  https://  via  @YouTube #orthopedics #knee #fibula #surgery @HCAHealthcare",0,0,0,0
The 3D Fashion,@AmandaCerny98,2019-01-09T17:08:28.000Z,"3D Printing  Ladies Slim Comfortable Pants Calzas Mujer ➤ USD 36.06. 
➤Check it out here:   http:// #clothes #fashionstyle",0,0,0,0
ArtStation Bot,@oldASbot,2019-01-09T19:20:12.000Z,Little Hippo Baby Sculpture  3D print  model by timnik for $20 -  https:// j8x/little-hippo-baby-sculpture-3d-print-model …,0,0,0,0
Rocky River Public Library,@RRPL,2019-01-09T22:05:45.000Z,Join us on Maker Day and register your child for exciting  3D printing  programs lead by Boy Scout Sean Bergquist as part of his Eagle Scout project!  #EagleScout #BSA #3DPrinting #RockyRiver,0,0,0,0
Gary Weston,@GaryWeston11,2019-01-09T18:57:19.000Z,Korean researchers study respiratory diseases with  3D printed  airway-on-chip -  3D Printing  Industry  http://,0,0,0,0
THE OFFICIAL ANDREASCY,@ofclandreascy,2019-01-09T20:28:56.000Z,Origami Lantern:  3D Printing  on Paper: 4 Steps (with Pictures)  http://,0,0,0,0
Jonathan,@JMLarod,2019-01-09T21:07:15.000Z,Make It Real Challenge is Open for Impactful  3D Print  Design  http:// http://,0,0,0,0
Optionshunter,@optionshunterr,2019-01-09T18:55:31.000Z,Awesome !!  3D printing  is the future..,0,3,3,0
Techviral.Info,@Techviralinfo,2019-01-09T23:10:43.000Z,MIT researchers at the moment are  3D printing  glass -  https://,0,0,0,0
Kathy Birkett RDN,@KathyBirkettRDN,2019-01-09T21:50:46.000Z,#FoodTech  We know  3D printing  continues to make in roads onto our plates like this chocolate printing and new pen!  #CES2019 http://,0,2,1,0
MAJI Organics,@MAJIOrganics,2019-01-09T18:56:54.000Z,"Neutrogena teases  3D-printed , customized face masks ahead of CES  https:// a-teases-3d-printed-customized-face-masks-ahead-of-ces/545257/ …  via  @mobilemktrdaily",0,0,0,0
Lùghsson lughsson@mastodon.social,@MrLughsson,2019-01-09T18:44:46.000Z,3D printing  at its best ! ,0,0,0,0
Ed Keefe,@edintheshed,2019-01-09T18:53:39.000Z,Interview with Prosthetist and Orthotist Brent Wright of LifeEnabled on  3D Printing  Prosthetics |  http://  | The Voice of  3D Printing  /  Additive Manufacturing https:// ew-with-prosthetist-and-orthotist-brent-wright-of-lifeenabled-who-3d-printing-prosthetics/ …,0,3,0,0
Penn State Research,@PSUresearch,2019-01-09T23:01:00.000Z,"A cold-case investigation warms up with some help from  #PennState  researcher Jenny Kenyon. 

How  3D printing  plus forensic reconstruction techniques offer potential clues to homicide victim's identity:  http://",0,0,0,0
Tuan TRANPHAM,@ttranpham,2019-01-09T20:24:49.000Z,All You Need To Know About Silicone  3D Printing ? |  #3Dprinting  | tuan@desktopmetal.com |  https:// https://,0,0,0,0
Giancarlo Orsini,@orsini70,2019-01-09T18:00:00.000Z,In Germania medicina e stampa 3D sono gi� legate |  3d Printing  Creative  http:// ws_dettaglio.aspx?idnews=21685 …,0,0,0,0
The Fabricator,@fabricating,2019-01-09T22:15:04.000Z,Companies are  3D printing  more products that improve seniors’ quality of life.  http://,0,0,0,0
Laurie Desautels,@ldesautels,2019-01-09T22:41:53.000Z,3D Printed  Heads Can Unlock Phones. What Does that Mean for Biometric Security?  https:// printed-heads-can-unlock-phones-what-does-that-mean-for-biometric-security/#.XDZ4ncpkNyY.twitter …  via  @singularityhub #interesting,0,0,0,0
3Ders.org 3D Printing News,@3dersorg,2019-01-09T21:07:38.000Z,Polaroid unveils PlaySmart  3D printer  at CES 2019 http:// 109-polaroid-unveils-playsmart-3d-printer-at-ces-2019.html … #3dprinting @Polaroid,0,3,4,0
doodlewhale,@doodlewhale,2019-01-09T21:08:14.000Z,"Whoah!  3D print  creates illusion of motion when pulled through a laser light. Not a zoetrope but similar in effect.

src: http://",2,65,35,0
F/S Edge Academy,@edge_fs,2019-01-09T21:23:56.000Z,"”If you  3D print  it, they will come...” Edge students gather as Gage H. begins printing our very first student-created  @tinkercad  prototype on our new  @makerbot . A big thank you to  @TVAnews  for providing the grant funding to make it all possible!  @JenJsheffield @LincolnElem1",0,12,3,0
Werner Cappel,@DAC_atHome,2019-01-09T20:55:16.000Z,"$349.99 for Alfawise U10  3D Printer  40 x 40 x 50cm Printing Size DIY Kit - BLACK US PLUG
Coupon: GB3DU10 http:// -printer-kits/pp_1596287.html?wid=1859758&lkid=19112958 …",0,0,0,0
3d Print Days,@3dprintdays,2019-01-09T19:50:21.000Z,How to Make a 3 Dimensional Guitar with the 3Doodler Pen! -  https:// -to-make-a-3-dimensional-guitar-with-the-3doodler-pen-3/ …,0,0,0,0
Melanie S.,@smithtexasteach,2019-01-09T20:05:34.000Z,When students get presents (a  3D printer  pen) at home and they think of their teacher. Loved the way it was wrapped in the note.,0,3,0,0
TechnoWaffled,@technowaffled,2019-01-09T20:13:23.000Z,3D printed  ADS. What are your thoughts?  #RainbowSixSiege,2,7,1,0
Bryan Myers,@BryanMyers87,2019-01-09T18:50:02.000Z,"Why are people always questioning the value of libraries, and saying ""they're finding their footing?""
I'm sorry but not everyone can afford to have their own personal  3D printer .",1,4,0,0
Amber Roberson,@amberhroberson,2019-01-09T17:28:18.000Z,"At 11 feet in diameter, the GE9X is as wide as the body of an entire Boeing 737. And it boasts a slew of cutting-edge GE technologies, including  3D-printed  parts  #geadditive https://",0,0,0,0
Izumi Beauty Expert,@beautyhawaii,2019-01-09T21:21:42.000Z,"Wow! Can’t to wait to try that tech and how accurate! Neutrogena teases  3D-printed , customized face masks ahead of CES  https:// a-teases-3d-printed-customized-face-masks-ahead-of-ces/545257/ …  via  @mobilemktrdaily",0,0,0,0
Charles Gorton,@charlessgorton,2019-01-09T20:48:08.000Z,"ASTM, Innovate UK, BSI & MTC to develop international  additive manufacturing  standards  http:// 109-astm-innovate-uk-bsi-mtc-to-develop-international-additive-manufacturing-standards.html …",0,0,0,0
Balsara Lab,@BalsaraLab,2019-01-09T19:53:46.000Z,listen to Nitash on  @bbc5live  talking about our latest work on using  3D printed  absorbers to remove chemotherapy drugs. Fast forward to 2:23:  https:// 001yp9 …,0,8,2,0
3D Printing Channel,@3dprintchannel,2019-01-09T21:53:00.000Z,"The Association of  3D Printing  is your source for  3D printing  videos and articles on the new technology of  additive manufacturing , 3D printers, digital fabrication, 3-D printed objects, startups and businesses providing consulting and services to the...  http:// ends-for-the-next-5-years/ …",0,0,0,0
betaworksbin,@betaworksbin,2019-01-09T22:24:42.000Z,Applications Being Accepted for the Second Annual STANLEY+Techstars Accelerator |  http://  | The Voice of  3D Printing  /  Additive Manufacturing https:// tions-being-accepted-for-second-annual-stanley-techstars-accelerator/ …,0,0,0,0
Kevin Marshall,@falicon,2019-01-09T19:33:34.000Z,"Random Thought:

In the future, all BitCoin (and prob. most crypto) will be mined in space...use solar for energy, no cooling issues...and SpaceX rockets with modern  3d printing  make it (fairly) reasonable to bootstrap an initial system.",1,2,0,0
Tooling U-SME,@ToolingU,2019-01-09T19:13:00.000Z,"In this  #HumansofMfg  profile, a professor uses  3D printing  to help children and soldiers. Read his story:  https://",0,3,3,0
3D Printing,@3dtradeshows,2019-01-09T23:14:45.000Z,3D Printing  Joint Ventures Needed For Many Suppliers  http:// int-ventures-needed-for-many-suppliers/ …,0,0,0,0
sourbier matthieu,@matthieusrb,2019-01-09T20:47:16.000Z,I liked a  @YouTube  video  http://  3 awesome  3D Printed  Things - Creative Ideas,0,0,0,0
Micron Dental,@microndental,2019-01-09T18:30:05.000Z,"#3dprint  : UL Offers New  Additive Manufacturing -Specific Blue Card for Plastics Certification ... Safety and compliance company Underwriters Laboratories (UL) has done a lot of work with  additive manufacturing , from setting up centers of excellence to  http://",0,0,0,0
3d print,@Best3dprint,2019-01-09T18:29:18.000Z,|  #3dprint  | A  3D Printed  Sponge to Soak Up Chemo Drugs  http:// http://,0,0,0,0
Fabbaloo,@fabbaloo,2019-01-09T19:04:08.000Z,Integrating MedAccred's Supply Chain Standard with  3D Printing https:// #3DPrinting #AdditiveManufacturing,0,0,0,0
PM_GR,@PanosM_GR,2019-01-09T18:17:03.000Z,IDC: Worldwide spending on  3D printing  to reach $13.8bn this year  #IDC #3DPrinting :  https:// wide-spending-on-3d-printing-to-reach-138bn-this-year …  via  @NeowinFeed,0,0,0,0
SimpleNews.co.uk,@Simplenewsuk,2019-01-09T18:01:17.000Z,Bionic  3D-printed  arm ‘gives confidence’ to young amputees  https:// -printed-arm-gives-confidence-to-young-amputees/ …,0,0,0,0
FC Maid,@FCMaidAgency,2019-01-09T21:16:10.000Z,FC Maid Agency presents A  3D Printed  Foldable Eight-Legged Spider Robot Keeps in Tip Top Shape With a Lively Aerobics Routine  https:// foldable-eight-legged-spider/ …,0,0,0,0
Fabbing,@fabbing,2019-01-09T21:08:04.000Z,Polaroid unveils PlaySmart  3D printer  at CES 2019  http://,0,0,0,0
