Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Extruder Joe,@ExtruderJoe,2022-12-15T18:19:45.000Z,3D Printing : Stratasys Raises Prices … Again  https:// -raises-prices-again …,0,0,0,11
Jedidiah57WKTrm,@trm_wk,2022-12-15T22:52:05.000Z,"SENLLY 3D Pen Mat with 2 Silicone Finger Caps, Large Multi-Shaped Silicone  3D Printing  Pen Basic, 3D Pen Drawing Tools for 3D CSDXTUS https:// tag=brianacarlotta29-20 …",0,0,0,5
Enable 3D,@enable3d,2022-12-16T09:55:24.000Z,"3D-printed  cookie cutters meet two guys with no oven https:// Available now on  @thingiverse ,  @Cults3D  and our homepage #3dprinting #baking #cookiecutter",0,3,1,503
Dharmendra Pradhan,@dpradhanbjp,2022-12-16T09:36:48.000Z,"PM Shri  @narendramodi  ji's vision of ‘ #MakeInIndia , Make for the World’ has catalysed efforts to transform India into a global manufacturing & exports hub. 

From toys to  3D printed  rockets, India is on course to emerge as the preferred manufacturing hub of the globe.",96,347,149,14858
Vytruve,@vytruve,2022-12-16T08:35:11.000Z,"[16  ]Already 1072 sockets  3D printed  by  @Vytruve !  Thank you for your trust  1 like, a chance to win a gift each day!
Drawing the next day  #oandp #cpo #prosthetics",0,0,0,4
夕凪㌠,@Yuunagi_DAMEYA,2022-12-16T06:00:45.000Z,1/144 scale model manufactured with  3D printer  is on sale. https:// #144scale #3dprinting,0,2,0,266
Andre Luiz,@Beardtastic77,2022-12-15T20:47:48.000Z,"Since I don't have a  3D printer  yet,  to keep myself productive I push some wax during the day and practice Zbrush at nights. Started two ""Tribute"" figures at once. ",0,1,0,30
Bradley Jon Eaglefeather,@bjeaglefeather,2022-12-15T18:10:33.000Z,This  3D Printed  House Is 100% Recyclable—Because It’s Made of Sawdust  http://  |  @singularityhub @UMaine @ORNL @Maine_Housing @ENERGY @mtimaine #BioHome3D #Recyclable #3DPrinted #House #3Dprinting #SingularityHub,0,3,5,120
Tyshawn.Eichmann13NfczV,@eichmann13nfczv,2022-12-16T04:21:05.000Z,BIGTREETECH SKR 2 Control Board Upgrade Silent Board for  3D Printer  Based on SKR V1 4 Turbo Motherboard for BIQU B1 Compatibl YYZBDGP https:// tag=jaedenakeem01-20 …,0,0,0,13
Jerry_Lowe40eDDe,@lowe40edde,2022-12-15T20:52:51.000Z,Men T-Shirts Fashion  3D Printed  Short Sleeve Shirts O-Neck Tees Gift Casual Tee 6EK0WCS https:// tag=taunton0e-20 …,0,0,0,4
Gerhard_AbbottRznIy,@abbottrzniy,2022-12-16T09:21:31.000Z,WINNIE THE POOH CHARACTER SPECIAL OCCASION COOKIE CUTTER  3D PRINTED  BDOPNSB https:// tag=angusgavinkunde-20 …,0,0,0,2
Wade Gardner,@whereswade,2022-12-15T19:59:56.000Z, on  @YouTube : I’ve been  3D Printing  clothes for 2 years  https:// krMe4 …,0,1,0,8
ych,@moto_ych,2022-12-15T20:51:02.000Z,3D Printed  F/A-18 Hornet Cockpit for DCS World  https://,0,0,0,105
Print it in 3D,@goprinting3D,2022-12-15T18:42:17.000Z,International  3D Printing  Symposium by The MOD Institute  https:// #3DPRINTING,0,1,1,39
bubbleistrouble,@bubbleistrouble,2022-12-16T09:20:44.000Z,"3D printed  trash can makes lots of, beautiful bubbles",0,0,0,0
Tuan TRANPHAM,@ttranpham,2022-12-15T20:51:46.000Z,"ASTM  Additive Manufacturing  Center of Excellence: The ASTM International  #AdditiveManufacturing  Safety Certificate Course is taking place in West Conshohocken, PA this week.

@pbates185 and Bonnie Meyer (AMUG  ) demonstrate and discuss the differences in… https://",0,0,0,37
Marten Electric 電気テン,@MartenElectric,2022-12-15T19:48:16.000Z,Who said  3D printing  isn't fun?  @Prusa3D #3Dprinting #prusamini,0,3,0,105
Nick TF89,@NickTf89,2022-12-16T01:42:39.000Z,"Ever wanted to spruce up your rolling stock with trucks from the show? Are cargo cars just not doing it for you? I have a solution!

My name is Nick TF89 and I sell custom  3D printed  pieces compatible with Thomas Wooden Railway. Check out my eBay store!  https:// rintshop?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=JSzP8AAdRWS&sssrc=3418065&ssuid=JSzP8AAdRWS&widget_ver=artemis&media=COPY …",5,97,29,3549
Leslie Langnau,@DW_3DPrinting,2022-12-15T20:51:00.000Z,Automated surface smoothing and homogenization of  3D printed  plastic and metal components.  https:// ace-smoothing-and-homogenization-of-3d-printed-plastic-and-metal-components/ … #3dprinting #AdditiveManufacturing @DesignWorld,0,1,0,35
Kids Jungle,@Shoppingdealer1,2022-12-16T03:54:38.000Z,Fashion Outerwear Cartoon Girl Sweatshirt Betty Boop-S Cute Men  3D Print  Streetwear Long Sleeve Jumper Hoodies Pllover Tracksuit  https://,0,0,0,4
SINOFW3D/C0mmission Open),@ShiNokSFW,2022-12-16T02:10:02.000Z,"Part of what I've been working this week,I'm also working on another  3D printing  Mini for  @ErobellicaDevs",0,32,4,3039
YouQuadBro,@youquadbro,2022-12-16T01:34:37.000Z,Working on a new sculpt in  @Blender  of Warwick from  @LeagueOfLegends  I'm pumped because I just ordered a resign  3d printer  from  @Elegoo_Official   so I can start printing and hand painting my sculpts but I'm still planning to uv unwrap and digital paint it as well!  #b3d,0,1,0,193
